@relation delivery_data
@attribute boxId numeric
@attribute numPeopleHome {0,1,2,3,4,5}
@attribute paymentType {manual,prepaid}
@attribute needSignature {yes,no}
@attribute packageType {perishable,electronics,clothing,others}
@attribute deliveryUrgency {standard,expedited,immediate}
@attribute dayOfWeek {monday,tuesday,wednesday,thursday,friday,saturday,sunday}
@attribute repeatDelivery {yes,no}
@attribute postboxCapacity numeric
@attribute packagePickup {yes,no}
@data
21,3,prepaid,yes,perishable,standard,wednesday,yes,5,no
16,0,manual,yes,electronics,standard,wednesday,no,10,no
48,1,manual,yes,clothing,immediate,wednesday,yes,3,no
23,1,prepaid,no,electronics,immediate,thursday,no,10,no
14,5,prepaid,no,electronics,immediate,monday,yes,10,no
30,0,manual,yes,electronics,standard,sunday,no,10,no
46,0,prepaid,no,perishable,standard,thursday,yes,5,no
3,2,prepaid,no,electronics,immediate,friday,yes,10,no
36,3,prepaid,yes,clothing,expedited,saturday,yes,3,no
20,0,manual,yes,perishable,immediate,friday,yes,5,no
10,1,prepaid,no,others,expedited,monday,yes,2,no
49,3,prepaid,no,clothing,immediate,sunday,yes,3,no
9,1,prepaid,yes,electronics,expedited,saturday,yes,10,no
40,1,manual,yes,electronics,standard,thursday,no,10,yes
36,2,manual,yes,clothing,standard,tuesday,yes,3,no
45,0,prepaid,no,clothing,standard,friday,yes,3,no
8,0,manual,no,perishable,standard,thursday,yes,5,no
16,4,manual,yes,clothing,immediate,wednesday,yes,3,no
47,2,prepaid,yes,electronics,standard,saturday,no,10,yes
42,2,prepaid,yes,perishable,expedited,saturday,no,5,yes
4,1,manual,no,clothing,immediate,friday,yes,3,no
27,2,manual,yes,clothing,expedited,saturday,yes,3,no
2,5,prepaid,yes,perishable,standard,tuesday,no,5,yes
9,2,prepaid,no,clothing,expedited,thursday,no,3,yes
41,0,manual,yes,others,immediate,sunday,yes,2,no
13,4,manual,yes,perishable,expedited,sunday,yes,5,no
37,5,prepaid,yes,clothing,expedited,thursday,yes,3,no
1,2,prepaid,yes,others,expedited,sunday,yes,2,no
5,1,manual,no,perishable,standard,friday,yes,5,no
4,5,prepaid,yes,others,standard,sunday,yes,2,no
9,3,manual,yes,electronics,expedited,thursday,yes,10,no
11,2,manual,no,electronics,immediate,sunday,yes,10,no
16,1,manual,no,electronics,expedited,tuesday,yes,10,no
21,4,manual,no,perishable,immediate,monday,yes,5,no
28,5,manual,no,others,standard,thursday,yes,2,no
13,3,manual,yes,electronics,standard,wednesday,yes,10,no
36,0,prepaid,yes,electronics,expedited,wednesday,yes,10,no
9,1,prepaid,no,clothing,standard,monday,no,3,yes
2,2,manual,yes,electronics,immediate,monday,no,10,no
12,1,prepaid,yes,others,immediate,friday,no,2,no
7,4,manual,yes,clothing,immediate,sunday,no,3,no
32,5,prepaid,no,electronics,expedited,friday,yes,10,no
6,1,manual,yes,clothing,expedited,sunday,no,3,yes
15,5,manual,yes,perishable,expedited,tuesday,no,5,yes
43,0,prepaid,yes,clothing,immediate,monday,no,3,no
20,0,prepaid,no,clothing,expedited,thursday,yes,3,no
21,1,manual,yes,clothing,standard,thursday,yes,3,no
29,3,manual,yes,others,standard,thursday,yes,2,no
4,3,manual,no,perishable,immediate,wednesday,no,5,no
42,4,manual,yes,clothing,expedited,wednesday,yes,3,no
29,4,manual,no,others,standard,thursday,no,2,yes
46,5,prepaid,yes,perishable,expedited,saturday,no,5,yes
40,5,manual,yes,perishable,expedited,thursday,yes,5,no
6,5,manual,no,clothing,expedited,saturday,no,3,yes
45,5,manual,yes,electronics,standard,saturday,no,10,yes
42,3,manual,yes,electronics,standard,wednesday,yes,10,no
16,1,manual,yes,others,standard,friday,no,2,yes
42,2,prepaid,yes,perishable,standard,thursday,yes,5,no
27,3,manual,yes,clothing,immediate,wednesday,no,3,no
45,0,manual,no,electronics,expedited,sunday,no,10,no
32,5,prepaid,no,perishable,standard,saturday,no,5,yes
25,5,prepaid,yes,clothing,expedited,sunday,yes,3,no
36,4,manual,no,clothing,expedited,wednesday,yes,3,no
5,1,manual,no,electronics,standard,tuesday,no,10,yes
8,2,manual,yes,perishable,expedited,wednesday,no,5,yes
46,3,prepaid,no,perishable,standard,monday,no,5,yes
17,1,manual,no,others,immediate,sunday,yes,2,no
29,1,prepaid,no,clothing,immediate,sunday,no,3,no
31,2,prepaid,no,clothing,immediate,friday,yes,3,no
17,2,prepaid,no,perishable,standard,saturday,no,5,yes
33,4,prepaid,no,electronics,standard,friday,no,10,yes
20,1,prepaid,yes,perishable,expedited,wednesday,no,5,yes
42,3,prepaid,no,others,standard,saturday,no,2,yes
46,0,prepaid,no,electronics,expedited,tuesday,yes,10,no
30,2,prepaid,no,others,standard,monday,no,2,yes
12,5,manual,yes,electronics,expedited,friday,yes,10,no
5,4,manual,yes,electronics,expedited,saturday,yes,10,no
2,3,manual,yes,clothing,immediate,monday,yes,3,no
12,5,prepaid,yes,clothing,standard,saturday,no,3,yes
39,1,prepaid,yes,others,expedited,sunday,no,2,yes
20,0,prepaid,yes,electronics,expedited,tuesday,no,10,no
46,3,manual,yes,others,immediate,thursday,no,2,no
50,5,manual,no,electronics,expedited,friday,yes,10,no
24,5,prepaid,no,electronics,standard,monday,yes,10,no
41,5,manual,no,others,expedited,tuesday,no,2,yes
27,5,prepaid,no,others,standard,wednesday,no,2,yes
43,5,prepaid,no,others,expedited,tuesday,yes,2,no
40,2,prepaid,yes,electronics,expedited,friday,yes,10,no
12,2,prepaid,yes,perishable,expedited,sunday,yes,5,no
38,5,prepaid,no,electronics,immediate,sunday,no,10,no
16,1,prepaid,no,others,immediate,saturday,no,2,no
17,5,manual,yes,clothing,standard,tuesday,no,3,yes
1,0,manual,yes,perishable,immediate,tuesday,no,5,no
2,3,prepaid,yes,perishable,expedited,thursday,no,5,yes
2,4,manual,yes,others,standard,thursday,no,2,yes
37,2,manual,yes,electronics,expedited,monday,no,10,yes
40,3,prepaid,yes,clothing,expedited,thursday,no,3,yes
18,2,manual,no,perishable,standard,sunday,yes,5,no
33,0,prepaid,no,perishable,standard,sunday,no,5,no
42,0,manual,no,others,immediate,wednesday,no,2,no
46,1,manual,yes,others,expedited,tuesday,yes,2,no
48,2,manual,yes,perishable,immediate,tuesday,no,5,no
28,5,manual,no,electronics,expedited,thursday,yes,10,no
37,4,manual,yes,others,expedited,wednesday,yes,2,no
14,0,prepaid,no,perishable,expedited,tuesday,no,5,no
49,3,manual,no,electronics,immediate,friday,no,10,no
38,2,manual,yes,clothing,immediate,wednesday,no,3,no
27,5,manual,no,others,immediate,sunday,yes,2,no
10,2,manual,no,perishable,standard,saturday,yes,5,no
41,1,manual,no,perishable,standard,monday,yes,5,no
33,1,prepaid,no,clothing,expedited,wednesday,yes,3,no
44,0,manual,no,others,expedited,friday,no,2,no
16,5,manual,yes,perishable,standard,friday,no,5,yes
21,2,prepaid,yes,clothing,standard,thursday,yes,3,no
22,2,manual,no,electronics,immediate,saturday,yes,10,no
28,5,prepaid,yes,electronics,standard,tuesday,yes,10,no
42,3,manual,yes,perishable,expedited,saturday,no,5,yes
7,0,prepaid,no,perishable,expedited,monday,yes,5,no
18,5,prepaid,no,electronics,expedited,tuesday,yes,10,no
26,1,prepaid,yes,electronics,expedited,monday,no,10,yes
39,5,manual,no,clothing,expedited,sunday,no,3,yes
37,3,manual,no,others,standard,saturday,yes,2,no
47,5,manual,no,others,expedited,friday,yes,2,no
25,1,prepaid,yes,clothing,expedited,monday,no,3,yes
45,2,manual,yes,electronics,standard,friday,yes,10,no
26,2,manual,no,clothing,standard,saturday,no,3,yes
23,4,prepaid,no,electronics,expedited,friday,yes,10,no
9,4,manual,no,clothing,expedited,friday,no,3,yes
5,1,prepaid,no,clothing,immediate,friday,no,3,no
13,3,manual,yes,clothing,standard,wednesday,no,3,yes
15,0,prepaid,no,electronics,immediate,thursday,yes,10,no
1,0,manual,yes,perishable,standard,thursday,no,5,no
37,5,prepaid,no,electronics,expedited,monday,yes,10,no
34,2,manual,yes,clothing,standard,monday,yes,3,no
20,0,prepaid,no,electronics,standard,friday,yes,10,no
31,4,prepaid,no,electronics,standard,friday,yes,10,no
45,3,prepaid,yes,clothing,expedited,monday,no,3,yes
11,4,manual,yes,clothing,immediate,wednesday,yes,3,no
6,2,prepaid,yes,perishable,expedited,wednesday,yes,5,no
10,1,manual,yes,clothing,standard,wednesday,no,3,yes
23,4,manual,yes,electronics,immediate,saturday,yes,10,no
30,5,manual,yes,others,standard,sunday,no,2,yes
30,5,prepaid,no,clothing,standard,saturday,no,3,yes
5,0,manual,no,perishable,immediate,friday,no,5,no
41,4,prepaid,yes,perishable,standard,monday,yes,5,no
40,0,prepaid,no,perishable,standard,monday,no,5,no
48,0,prepaid,yes,clothing,immediate,sunday,no,3,no
19,4,manual,yes,clothing,standard,thursday,no,3,yes
2,5,manual,yes,others,expedited,thursday,no,2,yes
25,5,manual,no,perishable,standard,friday,no,5,yes
27,1,prepaid,no,electronics,standard,tuesday,no,10,yes
43,2,prepaid,yes,clothing,standard,saturday,no,3,yes
22,2,prepaid,yes,perishable,standard,monday,yes,5,no
28,4,manual,yes,perishable,standard,wednesday,no,5,yes
37,4,manual,yes,electronics,standard,wednesday,no,10,yes
6,2,prepaid,no,clothing,standard,wednesday,no,3,yes
45,1,prepaid,no,perishable,expedited,sunday,no,5,yes
22,2,prepaid,no,clothing,immediate,sunday,yes,3,no
36,5,manual,yes,perishable,expedited,thursday,yes,5,no
14,3,prepaid,no,perishable,expedited,thursday,no,5,yes
19,1,prepaid,no,electronics,immediate,monday,yes,10,no
11,1,prepaid,no,others,standard,tuesday,yes,2,no
40,2,manual,no,others,expedited,sunday,yes,2,no
49,0,manual,no,electronics,standard,sunday,no,10,no
20,4,prepaid,yes,electronics,immediate,tuesday,no,10,no
12,3,prepaid,no,others,expedited,thursday,no,2,yes
24,0,manual,no,others,immediate,monday,yes,2,no
23,5,manual,no,clothing,standard,friday,yes,3,no
34,3,prepaid,yes,others,immediate,sunday,yes,2,no
8,0,manual,no,others,expedited,saturday,no,2,no
18,0,prepaid,no,electronics,standard,sunday,yes,10,no
8,5,prepaid,yes,clothing,immediate,wednesday,yes,3,no
30,4,manual,no,clothing,standard,sunday,yes,3,no
41,1,prepaid,yes,electronics,immediate,thursday,yes,10,no
45,4,prepaid,yes,perishable,expedited,thursday,yes,5,no
33,1,manual,no,perishable,immediate,wednesday,no,5,no
12,3,manual,no,clothing,expedited,monday,no,3,yes
30,1,manual,no,clothing,immediate,wednesday,no,3,no
2,3,manual,yes,clothing,immediate,monday,yes,3,no
49,1,prepaid,no,others,standard,saturday,yes,2,no
29,5,prepaid,yes,perishable,expedited,thursday,yes,5,no
30,3,prepaid,yes,clothing,immediate,sunday,no,3,no
49,0,prepaid,no,clothing,immediate,thursday,no,3,no
23,3,prepaid,yes,perishable,expedited,sunday,no,5,yes
18,1,prepaid,no,perishable,expedited,friday,yes,5,no
32,3,manual,no,clothing,expedited,friday,no,3,yes
18,4,prepaid,no,others,standard,monday,yes,2,no
36,3,manual,no,electronics,immediate,thursday,no,10,no
8,0,prepaid,yes,perishable,expedited,saturday,no,5,no
47,1,prepaid,no,others,immediate,sunday,no,2,no
31,2,manual,yes,perishable,expedited,tuesday,no,5,yes
28,2,prepaid,yes,electronics,standard,saturday,no,10,yes
48,4,manual,no,electronics,immediate,tuesday,yes,10,no
17,2,manual,yes,perishable,standard,wednesday,no,5,yes
44,2,prepaid,yes,clothing,standard,thursday,no,3,yes
25,0,manual,no,clothing,expedited,thursday,no,3,no
23,2,manual,no,electronics,standard,monday,no,10,yes
17,4,prepaid,no,electronics,immediate,tuesday,no,10,no
22,0,prepaid,yes,clothing,immediate,tuesday,no,3,no
2,5,manual,yes,electronics,standard,saturday,yes,10,no
6,4,manual,no,electronics,immediate,tuesday,no,10,no
49,5,prepaid,yes,others,expedited,friday,yes,2,no
42,4,manual,no,electronics,expedited,sunday,no,10,yes
10,4,manual,no,others,standard,monday,no,2,yes
38,0,prepaid,yes,clothing,immediate,thursday,yes,3,no
41,5,prepaid,no,others,immediate,friday,yes,2,no
24,4,prepaid,yes,clothing,immediate,friday,no,3,no
19,1,prepaid,yes,others,standard,sunday,no,2,yes
35,2,manual,no,perishable,immediate,thursday,no,5,no
49,2,prepaid,no,electronics,standard,monday,no,10,yes
35,4,prepaid,yes,clothing,expedited,thursday,no,3,yes
34,0,manual,no,electronics,standard,thursday,no,10,no
24,3,prepaid,yes,others,standard,sunday,yes,2,no
35,2,prepaid,yes,electronics,immediate,saturday,no,10,no
19,5,prepaid,yes,others,immediate,sunday,no,2,no
45,5,manual,no,electronics,expedited,monday,yes,10,no
29,5,manual,yes,clothing,expedited,sunday,yes,3,no
49,2,manual,no,clothing,standard,sunday,yes,3,no
38,4,manual,yes,clothing,immediate,tuesday,no,3,no
45,5,prepaid,yes,electronics,standard,wednesday,no,10,yes
5,2,manual,yes,others,immediate,monday,yes,2,no
2,5,manual,no,electronics,expedited,saturday,yes,10,no
44,3,prepaid,no,others,expedited,friday,no,2,yes
27,3,prepaid,no,perishable,immediate,wednesday,no,5,no
41,0,prepaid,no,perishable,expedited,tuesday,yes,5,no
15,5,prepaid,yes,clothing,immediate,tuesday,no,3,no
26,0,manual,yes,clothing,expedited,friday,no,3,no
37,0,prepaid,no,electronics,standard,thursday,yes,10,no
11,4,prepaid,no,others,immediate,wednesday,yes,2,no
36,5,manual,no,electronics,expedited,saturday,no,10,yes
18,0,prepaid,no,others,expedited,tuesday,yes,2,no
4,2,manual,yes,electronics,immediate,friday,yes,10,no
7,1,prepaid,no,electronics,expedited,sunday,no,10,yes
1,4,prepaid,no,perishable,immediate,thursday,no,5,no
2,2,prepaid,yes,clothing,standard,sunday,yes,3,no
18,2,manual,yes,clothing,standard,friday,yes,3,no
10,5,prepaid,yes,perishable,standard,saturday,yes,5,no
24,3,manual,no,others,standard,sunday,no,2,yes
50,2,manual,yes,others,expedited,thursday,yes,2,no
13,5,manual,no,others,expedited,thursday,yes,2,no
4,0,prepaid,no,others,standard,sunday,no,2,no
23,4,prepaid,no,clothing,immediate,monday,yes,3,no
48,5,prepaid,no,perishable,standard,wednesday,yes,5,no
12,4,manual,no,others,standard,saturday,yes,2,no
31,1,manual,no,perishable,immediate,wednesday,yes,5,no
45,4,prepaid,no,others,immediate,wednesday,yes,2,no
28,2,prepaid,no,electronics,standard,thursday,no,10,yes
27,5,manual,no,electronics,immediate,saturday,yes,10,no
34,5,manual,yes,clothing,immediate,friday,yes,3,no
41,5,manual,yes,clothing,immediate,monday,no,3,no
42,2,prepaid,yes,perishable,standard,friday,yes,5,no
28,3,manual,yes,electronics,immediate,tuesday,no,10,no
21,4,prepaid,yes,perishable,expedited,monday,no,5,yes
26,3,prepaid,no,others,standard,wednesday,no,2,yes
31,5,manual,yes,electronics,expedited,tuesday,yes,10,no
6,0,manual,no,perishable,standard,sunday,yes,5,no
21,0,prepaid,no,perishable,immediate,friday,yes,5,no
41,3,manual,no,clothing,immediate,thursday,yes,3,no
25,4,prepaid,no,clothing,standard,wednesday,yes,3,no
8,0,manual,yes,electronics,expedited,monday,yes,10,no
20,5,manual,no,electronics,expedited,friday,no,10,yes
38,4,manual,no,perishable,standard,sunday,no,5,yes
4,0,manual,yes,electronics,expedited,thursday,no,10,no
42,0,manual,no,clothing,standard,tuesday,yes,3,no
30,4,prepaid,no,electronics,standard,tuesday,no,10,yes
17,3,prepaid,no,clothing,standard,sunday,yes,3,no
32,4,manual,no,perishable,standard,sunday,no,5,yes
25,2,manual,yes,others,immediate,monday,yes,2,no
30,3,prepaid,no,clothing,immediate,friday,yes,3,no
1,0,manual,yes,others,expedited,thursday,no,2,no
37,0,manual,no,clothing,expedited,tuesday,yes,3,no
44,4,manual,yes,others,standard,wednesday,no,2,yes
31,1,prepaid,no,others,expedited,sunday,yes,2,no
1,0,manual,no,electronics,immediate,tuesday,yes,10,no
25,5,manual,yes,clothing,immediate,wednesday,no,3,no
5,4,manual,no,others,standard,sunday,yes,2,no
23,2,prepaid,no,clothing,standard,thursday,no,3,yes
29,2,prepaid,yes,perishable,immediate,thursday,no,5,no
49,2,manual,no,electronics,immediate,wednesday,no,10,no
6,0,manual,yes,perishable,expedited,thursday,yes,5,no
38,4,prepaid,no,clothing,expedited,sunday,no,3,yes
20,1,prepaid,no,perishable,expedited,sunday,yes,5,no
45,5,prepaid,no,clothing,expedited,tuesday,no,3,yes
26,4,manual,yes,electronics,immediate,sunday,no,10,no
38,1,manual,no,electronics,standard,saturday,yes,10,no
47,2,prepaid,yes,perishable,expedited,monday,no,5,yes
22,5,prepaid,no,others,expedited,saturday,no,2,yes
11,2,manual,yes,electronics,expedited,saturday,yes,10,no
22,2,prepaid,no,clothing,immediate,thursday,no,3,no
3,4,manual,no,perishable,expedited,monday,yes,5,no
3,0,prepaid,yes,perishable,standard,thursday,no,5,no
16,5,manual,no,perishable,immediate,sunday,yes,5,no
8,0,manual,no,others,expedited,monday,no,2,no
4,2,manual,no,clothing,expedited,thursday,no,3,yes
37,0,manual,no,others,standard,friday,yes,2,no
22,5,manual,yes,electronics,expedited,wednesday,no,10,yes
30,5,manual,no,perishable,expedited,friday,yes,5,no
6,5,prepaid,yes,perishable,standard,saturday,no,5,yes
21,5,prepaid,yes,others,immediate,wednesday,yes,2,no
25,2,manual,yes,electronics,immediate,monday,no,10,no
35,5,manual,yes,perishable,immediate,thursday,yes,5,no
25,2,manual,yes,electronics,immediate,saturday,yes,10,no
6,1,prepaid,no,clothing,immediate,saturday,yes,3,no
7,2,manual,yes,others,immediate,friday,no,2,no
10,0,prepaid,yes,clothing,expedited,saturday,yes,3,no
10,4,prepaid,yes,perishable,immediate,saturday,no,5,no
35,2,prepaid,yes,others,immediate,friday,yes,2,no
24,0,manual,yes,others,expedited,saturday,no,2,no
32,0,manual,yes,perishable,expedited,friday,yes,5,no
3,4,manual,yes,electronics,expedited,friday,yes,10,no
35,2,prepaid,no,perishable,standard,tuesday,no,5,yes
21,5,prepaid,yes,electronics,immediate,thursday,no,10,no
19,2,manual,yes,electronics,standard,tuesday,no,10,yes
42,1,manual,no,others,expedited,monday,yes,2,no
9,0,manual,no,others,standard,saturday,no,2,no
9,0,manual,yes,perishable,immediate,friday,yes,5,no
13,1,prepaid,yes,clothing,standard,tuesday,yes,3,no
19,4,prepaid,yes,others,expedited,monday,yes,2,no
34,1,prepaid,yes,clothing,expedited,wednesday,no,3,yes
18,4,prepaid,yes,perishable,standard,saturday,no,5,yes
10,0,manual,no,electronics,standard,friday,yes,10,no
4,1,manual,yes,others,standard,tuesday,no,2,yes
6,5,prepaid,yes,perishable,expedited,sunday,yes,5,no
49,3,manual,no,perishable,standard,friday,yes,5,no
16,0,manual,yes,clothing,standard,thursday,no,3,no
44,4,prepaid,yes,perishable,immediate,tuesday,yes,5,no
21,4,manual,no,clothing,expedited,wednesday,yes,3,no
3,3,manual,yes,electronics,expedited,tuesday,no,10,yes
3,5,prepaid,no,electronics,standard,thursday,no,10,yes
12,3,manual,no,electronics,immediate,wednesday,yes,10,no
5,4,manual,yes,electronics,expedited,monday,no,10,yes
26,3,manual,yes,perishable,expedited,wednesday,no,5,yes
3,1,prepaid,no,clothing,expedited,friday,no,3,yes
49,1,prepaid,yes,others,standard,wednesday,no,2,yes
21,4,manual,yes,others,expedited,sunday,no,2,yes
50,5,manual,yes,clothing,standard,sunday,yes,3,no
42,4,prepaid,no,others,standard,friday,yes,2,no
31,4,manual,yes,others,expedited,sunday,no,2,yes
48,4,manual,no,clothing,standard,monday,yes,3,no
26,0,prepaid,yes,others,immediate,monday,yes,2,no
8,3,prepaid,no,clothing,standard,sunday,no,3,yes
43,5,prepaid,yes,others,immediate,monday,yes,2,no
9,5,prepaid,no,clothing,expedited,sunday,no,3,yes
23,0,manual,no,perishable,immediate,thursday,no,5,no
46,2,manual,yes,electronics,standard,wednesday,yes,10,no
19,1,prepaid,yes,others,immediate,friday,yes,2,no
2,2,manual,yes,perishable,immediate,tuesday,no,5,no
50,3,prepaid,no,electronics,expedited,monday,yes,10,no
48,3,manual,no,electronics,expedited,sunday,no,10,yes
40,4,prepaid,no,perishable,immediate,sunday,yes,5,no
29,1,manual,no,electronics,immediate,saturday,yes,10,no
2,3,prepaid,no,others,immediate,wednesday,no,2,no
17,2,prepaid,yes,clothing,standard,thursday,no,3,yes
15,4,manual,yes,perishable,standard,saturday,no,5,yes
7,0,manual,yes,others,immediate,monday,no,2,no
40,4,prepaid,no,others,standard,saturday,no,2,yes
33,0,manual,no,electronics,expedited,saturday,yes,10,no
21,5,manual,yes,clothing,standard,wednesday,yes,3,no
42,3,manual,no,electronics,standard,saturday,yes,10,no
38,0,prepaid,no,perishable,standard,tuesday,no,5,no
50,0,manual,no,perishable,expedited,wednesday,no,5,no
10,1,manual,yes,others,expedited,wednesday,no,2,yes
43,3,prepaid,yes,electronics,immediate,sunday,yes,10,no
45,3,prepaid,no,others,standard,monday,yes,2,no
23,3,prepaid,no,others,immediate,thursday,yes,2,no
31,5,manual,no,clothing,immediate,tuesday,no,3,no
18,3,prepaid,no,clothing,standard,wednesday,yes,3,no
4,1,prepaid,yes,clothing,immediate,monday,yes,3,no
9,0,prepaid,no,others,immediate,wednesday,no,2,no
42,4,prepaid,no,others,immediate,thursday,no,2,no
3,4,prepaid,no,clothing,standard,tuesday,no,3,yes
2,5,prepaid,no,clothing,expedited,sunday,yes,3,no
42,1,manual,yes,others,standard,saturday,yes,2,no
48,4,prepaid,yes,clothing,standard,saturday,no,3,yes
18,3,prepaid,no,others,standard,sunday,no,2,yes
12,3,manual,no,perishable,immediate,wednesday,yes,5,no
41,1,prepaid,no,clothing,immediate,sunday,no,3,no
43,0,prepaid,yes,perishable,standard,thursday,no,5,no
20,0,prepaid,no,others,standard,friday,no,2,no
28,0,prepaid,no,electronics,standard,friday,no,10,no
30,4,manual,no,others,expedited,friday,no,2,yes
18,4,manual,yes,clothing,expedited,tuesday,yes,3,no
38,4,prepaid,no,perishable,standard,wednesday,yes,5,no
12,2,manual,no,others,immediate,saturday,no,2,no
18,0,prepaid,no,electronics,expedited,wednesday,no,10,no
2,3,manual,yes,others,immediate,monday,yes,2,no
38,1,manual,yes,perishable,expedited,sunday,no,5,yes
30,1,manual,no,perishable,expedited,sunday,yes,5,no
23,5,manual,no,others,expedited,thursday,no,2,yes
26,5,prepaid,yes,others,expedited,monday,no,2,yes
36,0,prepaid,no,perishable,standard,saturday,no,5,no
5,4,manual,no,electronics,immediate,thursday,no,10,no
27,4,manual,no,others,expedited,saturday,yes,2,no
2,2,manual,yes,others,standard,sunday,yes,2,no
23,4,prepaid,yes,perishable,expedited,monday,no,5,yes
17,4,prepaid,no,electronics,standard,saturday,no,10,yes
45,0,prepaid,no,electronics,standard,sunday,yes,10,no
23,2,manual,no,electronics,immediate,sunday,no,10,no
10,2,manual,no,perishable,expedited,monday,yes,5,no
26,1,prepaid,no,perishable,expedited,monday,no,5,yes
35,2,prepaid,no,electronics,expedited,thursday,no,10,yes
27,3,prepaid,no,others,immediate,tuesday,no,2,no
20,3,prepaid,yes,others,immediate,thursday,no,2,no
28,2,prepaid,no,electronics,expedited,friday,no,10,yes
29,2,prepaid,no,electronics,immediate,friday,no,10,no
26,5,manual,yes,clothing,expedited,monday,no,3,yes
43,4,prepaid,yes,others,expedited,thursday,no,2,yes
47,4,manual,yes,perishable,standard,friday,no,5,yes
15,0,manual,yes,clothing,expedited,sunday,no,3,no
8,0,manual,yes,perishable,standard,monday,no,5,no
5,5,manual,yes,electronics,immediate,wednesday,yes,10,no
14,2,manual,no,others,immediate,thursday,no,2,no
29,4,prepaid,yes,perishable,expedited,thursday,no,5,yes
50,3,prepaid,yes,electronics,immediate,wednesday,no,10,no
14,3,manual,no,electronics,expedited,sunday,yes,10,no
22,5,prepaid,no,perishable,expedited,tuesday,yes,5,no
37,5,manual,no,perishable,standard,monday,no,5,yes
25,3,manual,yes,clothing,immediate,thursday,no,3,no
23,2,prepaid,yes,electronics,expedited,monday,yes,10,no
28,3,manual,yes,clothing,standard,tuesday,yes,3,no
45,0,prepaid,yes,others,expedited,monday,yes,2,no
41,5,manual,no,perishable,standard,saturday,yes,5,no
7,3,prepaid,no,electronics,expedited,friday,no,10,yes
5,1,prepaid,no,clothing,expedited,monday,no,3,yes
48,4,manual,no,perishable,expedited,monday,no,5,yes
44,4,manual,yes,electronics,expedited,monday,no,10,yes
23,4,manual,yes,electronics,expedited,wednesday,no,10,yes
40,0,manual,yes,electronics,immediate,tuesday,yes,10,no
36,5,manual,no,clothing,immediate,sunday,yes,3,no
14,2,prepaid,no,electronics,immediate,tuesday,no,10,no
8,1,prepaid,yes,others,standard,thursday,yes,2,no
1,4,prepaid,yes,perishable,immediate,tuesday,no,5,no
21,2,manual,yes,electronics,standard,friday,yes,10,no
19,5,manual,yes,perishable,immediate,friday,yes,5,no
35,3,prepaid,yes,others,expedited,tuesday,no,2,yes
43,5,prepaid,yes,electronics,standard,sunday,yes,10,no
3,5,manual,no,others,expedited,monday,yes,2,no
22,4,prepaid,yes,electronics,immediate,thursday,no,10,no
12,1,manual,no,electronics,expedited,wednesday,yes,10,no
10,2,manual,no,perishable,immediate,monday,no,5,no
10,0,prepaid,no,others,expedited,sunday,yes,2,no
46,5,prepaid,yes,perishable,standard,saturday,no,5,yes
39,2,prepaid,yes,clothing,immediate,wednesday,no,3,no
3,3,prepaid,no,clothing,immediate,friday,yes,3,no
46,5,manual,yes,electronics,standard,sunday,yes,10,no
32,2,prepaid,yes,electronics,expedited,wednesday,yes,10,no
8,3,prepaid,yes,clothing,standard,saturday,yes,3,no
23,2,prepaid,yes,electronics,standard,saturday,yes,10,no
44,1,manual,no,electronics,standard,friday,no,10,yes
13,3,manual,no,electronics,standard,wednesday,yes,10,no
14,3,manual,yes,others,expedited,sunday,yes,2,no
21,2,prepaid,yes,others,standard,friday,yes,2,no
1,4,manual,yes,others,immediate,thursday,no,2,no
8,5,manual,no,perishable,immediate,monday,no,5,no
7,0,prepaid,no,electronics,expedited,monday,yes,10,no
30,5,manual,no,perishable,expedited,sunday,yes,5,no
8,2,prepaid,yes,electronics,standard,thursday,no,10,yes
30,2,prepaid,yes,perishable,standard,sunday,yes,5,no
44,1,prepaid,no,others,standard,wednesday,yes,2,no
10,4,prepaid,yes,perishable,immediate,friday,yes,5,no
9,4,manual,no,clothing,immediate,tuesday,no,3,no
35,5,prepaid,no,others,standard,tuesday,yes,2,no
5,2,prepaid,yes,others,immediate,saturday,yes,2,no
47,2,manual,no,electronics,standard,tuesday,yes,10,no
7,4,manual,yes,others,immediate,saturday,no,2,no
2,0,manual,yes,electronics,immediate,friday,yes,10,no
39,3,prepaid,yes,others,standard,friday,yes,2,no
45,1,manual,yes,clothing,immediate,sunday,yes,3,no
28,5,manual,no,others,immediate,thursday,yes,2,no
37,3,manual,no,electronics,standard,friday,no,10,yes
1,4,manual,yes,perishable,standard,sunday,no,5,yes
24,3,manual,no,electronics,expedited,monday,no,10,yes
18,1,manual,no,perishable,standard,monday,no,5,yes
24,4,manual,yes,electronics,standard,friday,yes,10,no
44,3,prepaid,yes,clothing,standard,saturday,yes,3,no
39,0,prepaid,no,electronics,expedited,friday,no,10,no
48,3,prepaid,yes,perishable,standard,tuesday,no,5,yes
13,1,manual,yes,clothing,immediate,saturday,yes,3,no
25,1,manual,yes,perishable,expedited,sunday,yes,5,no
36,2,prepaid,no,clothing,standard,wednesday,yes,3,no
46,3,manual,yes,perishable,immediate,sunday,yes,5,no
26,0,prepaid,no,others,standard,wednesday,no,2,no
50,1,prepaid,yes,others,immediate,saturday,no,2,no
14,4,manual,yes,electronics,standard,sunday,yes,10,no
24,1,prepaid,yes,others,expedited,tuesday,yes,2,no
